article,ai_percentage
"Rough Draft

""Hey there,"" Someone yelled then you relize thats the call of friend that is about to ask for some advice. Many people take advice from others to help with problems they think they can't do by them self. Which leads to the question why take advice from others? They take advice because they don't neccarly need help, but want help to take the easy way out of things. By doing this they second guss them selfs and go and ask more people for more advise to see if the other person advice was wrong, or they have no idea what to do. If that's the case then they take the advice of others to help them with his/her problem by taking the best advice possible, asking how to do what you don't, and knowledge.

Firstly, by taking the best possible advice you would want to go to multiple people for there advice, experince, and help. By going to someone who has already given advice to others they will probably have a lot of imformation for you to have about your issue. If you go to someone with a ton of experince there advice would probaly be the best. Lastly if you go to someone with the experince you have you could give advice to each other, making it good for both of you.

Next, you could ask for tips or pointers on how to give advice to others, learning, and on how to take action. Asking for advice to give other people advice is a great idea if you want to help others out and yourself. By learning you could gain experince like Mrs. Generic_Name to advice to others. Lastly by taking action you take the advice you gain and give it to others.

Finaly, by going to multiple people you gain more knowledge including their perspectives, there reasons on what they would do, and how they would resolve the matter. First by knowing someones perspective you will know on how they would do stuff their own way. Second the reasons on why they would do what they are going to do will help with your actions by putting other reasons together. Lastly by knowing how they would solve the issue it would help to take others solutions all in all.

In conclusion, people who ask others for help are wanting the best advice possible, asking for tips they don't know how to do themselfs, and knowledge. Those who take advice will likely feel better when they actually use the advice to solve there problem and will enjoy it. So don't be afraid to ask for advice from others it will benifit you in the long run.",0
"For many years countries like the United States, France, and Germany idolized the cars that they managed to manufacture. This so-called ""love affair"" between people and their cars, though, has started to diminish, and it may be for the better. In the past, the people who owned the prettiest, loudest, and coolest cars considered themselves to be at the top of an automobile social structure, but now, new generations are starting to move away from buying cars. They've resorting to walking, bicycling, or taking a form of public transport. Sure, owning cars may make you ""better"" than everyone else, but at what cost?

Carbon dioxide emissions are at an all-time high, meaning that cars are harming the world more than helping it.

Yes, cars will be continue to be seen as cool, and owning cars will continue to be seen as cool, but nevertheless, with green house gases emitted from the tailpipes of cars ripping holes in the Earth's atmosphere, cars seem to be more of an impediment to the cause than an improvement.

Countries in Western Europe such as Paris and Germany have recognized that the exponential amounts of smog produced by cars are becoming dangerous. Legislators everywhere are taking cautious steps towards eliminating the gases that have a choke hold their cities. An official of the Transportation for America, David Goldberg says ""All of our development since World War II has been centered on the car, and that will have to change,"" (Par. 7, Rosenthal). Cities in Paris and Germany are adopting a similar idea- developing cities than have a ban cars.

Vauban, Germany is one of these cities, dicouraging their 5,500 residents to give up their cars, charging them $40,000 to be able to park in one of the two garages in the city. As a result of these rules, 70% of the families that live in Vauban don't own a car, and 57% sold a car in order to live there (Par. 3, Rosenthal). The citizens are reported to be happier and less tense without a car, claiming that cars were the cause of their stress.

Communites like Vauban are set up in a way that makes life easy for the car-less citizens. In this approach, stores and offices are placed within walking distance from the houses, rather than in malls along some distant highway (Par. 6, Rosenthal). This has effectively reduced the amount of emissions of green-house gases drastically in Germany, and other countries around the world are starting to adopt Vauban's basic precepts in an attempt to make cities more compact (Par. 6, Rosenthal).

Paris, France is one of these cities that is revolutionizing its transportation. Paris has more smog than any other European counry, with 147 micrograms of particulate matter in the air, compared to 79.7 micrograms in London (Par. 17, Duffer). The smog rivaling that of Beijing, China, attempts were made by the government to reduce this smog, fining motorists for two days if they were found using their cars. France, having tax policies that favored the use of diesel over regular gas, blamed diesel fuel for it's record pollution levels.

Bogota, Colombia ran into a similar problem with it's high numbers of carbon dioxide emissions. The country has developed an atmosphere improvement campaign in the 1990's, constructing hiking and bicycle paths to encourage people to go ""car-free"". For the Day Without Cars, alternative transportation like taxis, buses, and bicycles are promoted, and violators that use their cars on this day are fined $25. Despite the constant rain, participants still turned out, claiming that ""It's a good oppurtunity to take away the stress and lower air pollution,"" (Par. 24, Selsky).

Other cities in Colombia have joined the event such as Cali and Valledupar. The mayor of Asunción, Paraguay, hearing about the revolutionary event says ""These people are genertaing a revolutionary change, anf this is crossing borders,"" (Par 26, Selsky). Since the Day Without Cars' institution, parks and sports centers have prospered, sidewalks and roads have been repaved, and traffic congestion has been dramatically reduced (Par. 28, Selsky). The appeal of car culture is decreasing, and it has effected countries all over the world.

An ""incipient shift"" in American's behavior over the last few years sugests that the American people are driving less, buying fewer cars, and getting fewer licenses every year (Par. 29, Rosenthal). The number of miles driven by Americans peaked in 2005, and has been diminishing steadily after that. Due to the recession, the majority of Americans couldn't afford to buy new cars, meaning that less people were driving.

Mimi Sheller, a sociology professer states that, ""Different things are converging which suggests that we are witnessing a long-term cultural shift,"" (Par. 35, Rosenthal). What she says is true; carpooling, van and public transportation services, and bike-sharing programs are the most populat they've ever been. Shifts in the population of drivers may accelerate the current trend, and the ""cash-strapped"" Americans that can't afford a car may never actually have to buy one.

The teenage and young adult population has been affected by this cultural shift aswell, with many teenagers not bothering to get a liscence. They figure out other ways to get around, and revolve their schedules arounf where they can walk or which friend they can ride with. Driving by young people is at an all-time low, dropping by 23% between 2001 and 2009 (Par. 41, Rosenthal). Many young people are adopting the ideas that owning, or even driving vehicles is impractical, or even undesirable. This mind-set, in turn, is reducing green house gas emissions unintentionally.

Over the years car and culture trends have changed multiple times, and this trend occurring now is probably the best one yet. Reducing carbon dioxide and green house gas emissions is very important, and this current philosophy and outlook on cars is aiding the elimination of those harmful gases. ""Pedestrain, bicycle, private cars, commecial and public traffic are woven into a connected network to save time, conserve resources, lower emissions and improve safety."" (Par. 43, Rosenthal). Overall, this idea is helping the Eath, unlike the many ideas before it. Limiting car use has had a positive effect on the world, and has been advantageous in many countries  in helping them revitialize their cities.",0
"Success is said to be hard with a negative attitude, but why should attitude define the destiny of a person? Life is full of surprises but with a good attitude you can overcome just about anything. A great attitude isn't obtained by many but it certainly isn't hard to get. All success in life leads back great attitude and awesome mentality. The Key to success is to have a positive attitude and mind set because the person with a positive attitude will gain a healthier life style, a better career, and money.

Positive attitude comes from a good mentality and when people have that they see life differently. People who have this characteristic usually don't stress as much because they change the negative to positive. They have patience and don't get irritated so easily or in other words they are unbothered by others. Giving up is never an option especially if it deals with something they love or a dream they have. Since they do not stress as much, don't let others get under their skin, and rarely give up they live healthier and happier.

Careers are a perfect example of the power of good attitude; If a doctor goes into work saying ""I'm not smart enough for this job."" Is it possible that his way of thinking limits the way he works? it may, because he will go on with his day giving 50 percent when he needs to give 100 percent. If he would've change the way he thought maybe to ""if i wasn't smart enough for this job i wouldn't have gone this far."" Now he would be giving 100 percent instead of 50 percent. Since he is giving 100 percent all the time it will make him stand out since he is not just another employee. Employers might just move him up to something more important or give him a raise.

Money is something worked and sweated for, and for those who have to work ten times harder than others generally fix their mentality and attitude. If achieving a goal in life is so hard, then why did most High school drop outs become something great? Not all but the ones who did succeed in life they were determined and had a positive attitude about struggles they encountered. Money is all over the place it just takes the right mind set and attitude to get it. Although money doesn't give you eternal happiness a good attitude will.

Attitude may not fix all of your problems but it sure does give your life a different route. Great minds all have something in common their mind set and attitude. Great attitude takes in life and makes them better. There are many keys in life there is one made for success and that's attitude. Three things that are there once you open the door is a better life style, better opportunities, and more money.  ",0
"In my opinion I

think is better to work in group because has a lot of benefits. One of the example is the group help to think better,

each other and fast. second the workes is help to earn more money for the company and for the workes.

The first reason the workes is help to find information and internet or and books when some one had a problem like some one in the group is sick the other ones substitute in a job, sometimes in a group has a lot inconvenient like someone disagreement but then can fix an any problem to solve because they are professional.

The second reason is to earn money and hours,

when the workes work great an a job the company is pay more better , in a group is more beneficial for the company and for workers an extra hours,

because they do more efficient job, and also workes can help to earn more business with other companies and other countries more practical to work in a group they can help each other.

In conclusion I think is more beneficial to work in a group for several reason one of then is more easy to think in group help each other when the work is difficulty. Other reason is more practical to work and earn money for company and for workers and its beneficial to work with other companies.                                                ",0
"""The Challenge of Exploring Venus""

Striving to meet the challanges of Venus has valve , not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimadating endeavours. Venus is a good place for exploration because, it has some features that are analogous to those on Earth and, it allows Scientists to float above the fray and also NASA is looking back at an old technology called Mechanical Computers .

Venus is a good place for exploration because it has some features that are analogous to those earth. In the article, it states ,""Venus was probably covered largely with Oceans and could have supported various forms of life , just like Earth .Today, Venus still has some features that are analogous to those on Earth"" . Also, the article states, "" The planet has a surface of rocky sediment and includes familar featires such as Valley ,Mountains and Craters . Venus has features of the Earth surface such as oceans and valleys , it is an interesting place where peolpe would like to go and have fun .

Venus has become an exicting place for people toexplore because National astronautics And Space has made it easy for Scientists to float above the fray . In the article, it states ,"" The National Aeronautics and Space Administration has one particular compelling idea for sending human to study venus . Also , the article states, ""NASA's posssible solution........Venus would allow Scientists to float above the fray"".

NASA is sending Scientists to make it easy for vehicles over Venus to avoid the unfriendly ground conditions .They want Temperature to be toasty , air pressure should be close to the sea level on Earth and radiation would not exceed Earh levels but make it survivable for Humans.

NASA has found another old technology called Mechanical Computers instead of using mobile phones that can cause explosion . This has made it easier for the exploration of Venus . In the article ,it states, ""Another project is looking back to an old technology called Mechanical Computers"".

Also , the article states , Modern computers are enorously poewerful , flexible, and quick"" .

In conclusion ,Venus should be an exciting place to study because it has some features that are analogous to those on Earth ,allows Scientists to float above the fray and NASA is looking back at an old tecnology called Mechanical Computer .",0
"The author suggested studying Venus is worthy pursuit depite the danger it presents by pointing out the characterstics of the planet. One of the things he mentioned was that it is simple to see from distance of the earth. Venus is also known as Earth's ""twin"", which shows that it is not a dangerous place for people to live in. During the roatation of the planet we are are closer to Mars and sometimes we are closer to Venus. The author used his knowledge to evaluate how good Venus is based on it's characterstics.

One of the things he mentioned was that, Venus has the hottest surface temperature of any planet in the solar system. even though Mercury is closer to the sun, Venus is the hottest plantet. This hot temerature lead to having volcanoes, earthquakes and many other things related to the hot weather.

The second thing that he talked about was that, scientists proved that Venus and Earth used have a lot in common. one of the things was that, Venus was covered by oceans like Earth and had a chance of having living things. ""Venus can sometimes be our nearest option for a planetary."" This qoute supports the idea how Earth and Venus have a lot in common and alike. Which means that Venus is not a dangerous place for human to live in.

""NASA

has one particularly compelling idea of sending humans to study Venus."" scientists think that Venus would be a good place to float around and to visit, which means that Venus is not a dangerous place for human beings except some weather problems. Another thing they mentioned was that solar power might be plentiful and the planet is survivable for human beings.

Overall the author used informations from scientists and from the NASA to support his claim. He discussed about the weather of the planet and other characterstics. He also included how Venus and Earth are simillar and what things they have in common. One thing he mentioned was that Venus was covered with oceans just like Earth and it is rocky and has mountain and valleys. All those common characters shows that human beings are able to live in this planet.",0
"In the article, ""The Challenge of Exploring Venus,"" the author states very clearly how beneficial studying Venus would be, despite all the dangers. Even after learning how harsh the conditions are on ground level, for some reason, the author still believes the danger would be worth it. Though my own opinion may vary from the author's, they still give very convincing reasons for their point of view. According to the article, the main two reasons Venus would be beneficial for humans to study would be the amount of information that could be learned about the landscape of Venus millions of years ago, and to satisfy human curiosity while having the satisfaction completing a challenge we have been faced with for centuries.

Though the author gives several convinving reasons for studying Venus, perhaps the most influential would be the amount of information we could gain about the past landscape of Venus. In paragraph four, the author discusses that Venus displays several features similar to Earth, meaning it is possible Venus used be a whole lot like Earth. As stated directly in paragraph four, ""Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth today."" Solely based off the information provided in this quote, the author has already begun to convince me learning more about Venus might actually lead to some pretty extraordinary discoveries. What this quote is saying is millions of years ago Venus may have been the planet with the most liveable conditions...instead of Earth. If scientists were able to discover this much, just imagine all the other life forms and food webs that could be uncovered. To reinforce their opinion on Venus potentislly being liveable in the past, the author states, ""Furthermore, recall that Venus can cometimes be our nearest option for a planetary visit, a crucial consideration given the long time frames of space travel,"" at the end of paragraph four. What the author is saying in this quote is at this point, all we have to do is find out how to brave the conditions of Venus. As for travel time, Venus is practically our neighbor, so no worries there.

A secondary reason the author provides as to why humans should study Venus is to satisfy human curiosity while accomplishing a very large task that has troubled humans for centuries. The author states this idea in paragraph eight when saying, ""...but also because human curiosity will likely lead us into many equally intimidating endeavors."" In this quote, the author is saying due to the fact that humans are extremely curious, we will likely find ourselves in a predicament with similar tough challenges in the future, so we may as well begin working through some of them now. When one sets out to complete a task, they should not stop halfway, but follow through until the problem is solved. They also should not quit because they believe the challenge is too hard. If one is able to stick with their guts and do what needs to be done, they will reap the benefits. Whether those benefits be winning a tough volleyball match or finally sending a human to Venus, it doesn't matter. What does matter is that we do not stop believing in ourselves and our ability to accomplish the seemingly impossible.

In conclusion, the author has given many, specifically two, very convincing reasons as to why we should continue to study Venus. The main two reasons are the amount of information we could gain about the past landscape of Venus, and satisfying human curiosity while accomplishing a very large task which has troubled humans for centuries. Based on the authors suggestions on why humans should continue to study Venus, I have considered changing my mind and agreeing that the dangers would be worth it. It is important to have knowledge about the past of our solar system, and it would be very interesting to know if Venus was once able to support various forms of life. I also feel that the author made a good point in stating that we are already this far into studies, so we should not give up now. Humans are always going to be insatiably curious, so by not finding a solution to this problem now, we are just placing this challege upon the generation following us. After all, curiosity technically never killed the cat.",0
"The number of positive connotations that limiting car usage around the world would have on society is infinite. It would lower congestion, promote more healthy and efficient means of travel, and it would reduce emissions by a very large factor. People around the world are turning towards methods of transportation that do not monopolize on the automobile. Maybe one day cars will be pass?

According to a study in Paris, congestion was down 60 percent in the capital of France after prohibiting driving for a few days, and fining those who disregarded the experiment. Less congestion led to less road noise, which, in turn, made people ""happier."" It created a safer environment for children and parents alike. Having fewer cars on the road encouraged people to go outside whenever they could. Citizens of Vauban, a city in Germany, are taking this newfound peacefulness to an extreme. Driving is forbidden in their city and there are not any available parking spaces in the event that they still own a car! Vauban is an example of a city that was built based on ""smart planning."" More communities are adopting this ideal and try to have everything located within walking distance of a person's home. This encourages people to get to where they need to go without the use of an automobile. People nowadays also have the technology to communicate with others electronically, so that reduces the need for an automobile to get from point A to point B. Why waste the time and money on gas to communicate with someone when you could send them an email or text for a low cost in a matter of seconds?

This being said, limiting car usage promotes public transportation services. In Bogota, 118 miles worth of bicycle paths have been built in an effort to steer people away from automobiles. This encourages people to get from place to place via a healthy and fun means of transport. Undoubtedly, people are more likely to stay close to home without the accessibility of cars, so limiting the use of cars saves the time that would be spent on the roads.

Limiting car usage has major benefits when it comes to carbon emissions and environmental problems. President Obama has wanted to curb the United States' emissions and so far his goal is a success. Americans are buying fewer cars, driving less, and getting fewer licenses as each year goes by. Smog has been severely reduced in countries around the globe since plans to limit car usage have gone into effect.

Limiting car usage might seem like something that ""would be good in theory,"" and it will definitely be a hard thing for today's generation to wrap their head around, but the positive impacts it would have on society are limitless. Congestion and emissions would be reduced, time spent commuting would be saved, and the world would be a much safer place to live in overall. Limiting car usage everywhere is definitely something to think about.",0
"Studying Venus is dangerous but there is good insight we can find in this.

First,In ""The Challenge of Exploring Venus"" the author says ""Earth's ""Twin"", Venus is the closest planet to Earth in terms of density and size"". Since it has a lot in common with Earth it is good to have a litle insight on this planet. In the article it says that"" The planet has a surface of rocky sediment and includes familiar features sich as valleys, moutains, and craters"" this shows how much Earth and venus have incommon. This also gives us an opertunity to take a planetary visit to Venus in the future. Despite the dangers it could cause on someone.

Next, in the reading it says that Venus has"" A thick atmosphere of almost 97 percent carbon dioxid blankets"" This is one example of how dangerous Venus is. In the article is says"" Also notable, Venus has the hottest surface temperatue of any planet in our solar system, even though Mercury is closer to the Sun"" This is another example of how dangers Venus is. However going to Venus is not a bad idea beacuse life form could have been there in the past. People believe life forms could have existed beacuse of the examples like caters, moutains, and valleys. Despite Venus being the hottest planet in our solar system.

Then, on that note Venus is not the cloestet planet to the sun but has the highest tempature than all of your planet's in the solar system. However studying Venus can give us insight on what to make to prevent for somone or something burning on its surface. While we have been studying Venus all we have seen is a look from a ship orbiting above the planet, that gives us little intel on it surface. We get little intil from that beaucse "" most forms of light cannot penetrate the dense atmosphere"". However if scientists seeking to conduct Venus will have to get closer to the planet.

Lastly, in the reading it says"" Venus, sometimes called the ""Evening Star,"" is one of the brightest points of light in the night sky"" but not all people know that Venus is not a star it is a planet. However to a amateur stargazer it may just look like another star. Venus is called Earths twin beaucse of how alike they are in distance. Some scientist think this is intersting and want to look into this planet despite the dangers of it. Some scientist have looked into Venus but only have sent unmanned trips. The reasoning is the ship would only last a new hours at the most on Venus.

In Conclusion,Venus is a every intersitng plaet to look into. Despite the dangers it can cause.",0
"I think studing venus is a good idea becuase there a proboly a lot of new thing to descover on venus. Venus is the cloest planet to earth in the terms of density and size. Even tho each previous mission was unmanned, and for good reason, since no spacecraft survived the landing for more then a few hours, and it will still be a good risk for a new life. Not a single spaceship has touchdown on venus in more then three decades. I think studying venus is a good idea because the spaceship that was up there never made it back and one day sombody will. There is a thick atmosphere of almost 97 precent carbon dioxide blankets venus. the clouds are even more challenging (of highly corrosive sulfuric acid in venus's atmosphere). Venus has the hottest surface temerature of any planet in our solar system, even though Mercury is closer to our sun. Venus is almost's earth twin but it is just hard to get there and take a long time. There are alot of things that people haven't found yet but are geting closer to finding, it's up to them to bring it back. they are still tring new ways to study venus. for example, (some simplified simulating the chaos of venus's surface and have lasted for three weeks in such condition). They are trying many different ways to study venus, they are looking back toan old technology called mechanical computers. These devices were first envisioned in the 1800s and played an important role in the 1940s during the world war 2. I think that they should still study venus becaus it is a lot of thing that haven't found yet.",0
"Making decisions can be hard sometimes but it can become quite easier when you go to others for help. I've came up with a couple of reasons and examples to why it is better to ask more than one person for help when you con to a bump int he road.

Everyone has thought of different strategies to do an activity so why not go see things from others perspective. Here's an example of what this might look like. Lets say it almost 1 in the morning and your out with your friends and you were supposed to be home by 12am. You guys were just jamming to music while driving to go get some food. Your phone starts ringing and you realize that it was your mom. You panic so u just let it ring. She called a couple more times after so you turn to your friends and ask them what you should say. Everyone said to not worry about it and just relax besides one person. He told you that you need to answer here and at least tell her that you are safe and where your going. He has been in the same situation before and chose to do the the wrong choice and regretted it later when the cops were searching for him.

Asking more than 1 person can also give you more verities to chose from and give you thought that you never would have. Imagine that you are planning a surprise party for one of you family members that are moving from a different country. You don't know what they are interested in so you go to family members that have met them before and ask questions like, What's their favorite type of food? What activities do they think are fun? Etc. By the time the move you will have plenty of options for the food, party theme, games, and music!

At the end of the day, asking for help from multiple people isn't a problem because you never know what kind advice you might get in return. Just know that it all comes down to you to decide who you would rather listen to. And who can trust.",0
"Do you want your family members to be healthy?

The workplace i choose was the Hospital because i see people doing surgery on people and i would love to do it so i can see there organs that i never seen before . I would like to vist it so i can se the baby's , mental people , elderly people ,and other people .I would like to take care of the baby's cause i like to take good care of them and i like to go see them each time and they also cry alot but it is really fun . When your parent is sick and you are a doctor you know what to do right away .Sometimes people are so close to get a heart attack but when you are there you save there life alot . I like to work at places were i can take to people and i like it to cause when you have other jobs and people barely talk to you it is boring and at hospital you can go to other people's room and can say how was your day and talk with them and tell them how do they feel. That's why i want to work at the hospital to have fun with them take good care of them they would like me alot cause i used to be a person that tooked care of old people and i used to play with alot and made them to color with me . They also liked to play with me tag but i always ' said yes and they would be so happy and we only played for a little bit because they would get tired. I would like to write this to the manager/employee because i would like to be making everyone feel good and not sick anymore. I would like to be in the news saying that i saved lots of people's live and that i was making them have much more life and i would like to be a doctor that people would like to go to and i would want everyone to come to me or make a appointment if they are sick and i can cure it any day i want just with a hint of a tool that can help me .I would like to see the organs because lets say you havent seen a organ but you want to see it so bad. I that's why you should always choose to do surgery but sometimes' people faint cause they see the blood alot. some people would like to see other people's organs .thats' why i would like to become a doctor but sometimes some people don't want you to touch them cause sometimes they say you dont wash your hand . I would wash my hand's all the time and make them smell my hands so they can know that i washed them.

thats why always wash your hands.

That's a good choice cause you want to be healthy and always run never stop doing laps outside cause you would not be healthy just by staying inside eating all day . I would like to take good care of the people that are super sick cause it is nice to be a doctor you walk all around and see lots of people.",0
"A world without cars is kind of hard to imagine right? Well not for most countreis anymore. Cars are becoming less and less desirable as the years go on. The peak was in 2005 and then has been slowly decreasing. Younger people like the ideas of cars but don't really need one. New York has subways, taxi's, and others are carpooling to  destinations. France has alreayd issued a ban on cars and has even had certain cars banned on certain days. For instance, even number car plates could not be used for driving on Monday's, odd number plates were banned for Tuesday's. This was to help reduce the amount of smog in the French air as they rely mostly on diesel rather than gas. In Vauban, Germany street parking, driveways and home garages have been banned from neighborhoods. You could now only buy a house with a garage for $40,000. This cause more people to stop using cars, and others to sell them to live in the upscale neighborhoods. Many of the Ford and Mercedes car dealerships are considering changing their train of car producing to the newer ideal of intertiwning public transportation with the up and coming ideas of bikers on the rodes, and people using buses and subways instead of their own cars.

In Paris the smog in the air was soon thicker than it was in Beijing, China the citied known for its polluted air. Soon Parisian officials enforced a partial driving ban to clear the air of the smog. Monday's, motorists with even-numbered plates had been ordered to leave their cars at home or get a 22-euro fine, which is also $31. The same requirements were set in place for odd-numbered plates the following day. The first time this new ban was enforced nearly 4,000 dirvers were fined. Some even had their cars impounded for thier reaction to the new fine. The amount of traffic was down 60 percent in the capital of France, after the five days of an intensifying smog. The smog was caused by cold nights and warm days that caused the warmer layer of air to trap the car emissions. Diesel fuel was, of course, blammed as France has a tax policy for diesel fuel over gassoline. 67 percent of vehicles in Frane, compared to the 53.3 percent average of diesel engines in the rest of Western Europe. Paris would typically have more smog than the other European countries with the percentage of diesel fule they use daily. Paris had 147 micrograms of diesel per cubic meter last week compared to 114 in Brussels and 79.7 in London. Delivery companies lost revenue, but this starte an exception for plug-in cars, hybrids, and cars carrying three or more passengers. Soon the smog had cleared anouth on Monday for the ruling French party to take away the ban for odd-numbers plates on Tuesday.

The United States has long since been one of the world's prime car cultures. President Obama's ambitious goals to curb the United States' greenhouse has emissions, unveiled last week, will get a fortuitious assist from a incipient shift in American behavior.",0
"Some people don't accomplish their work when they are doing something because if they are then they might not have time to do the other work they are given or they might be busy with the hard work first then maybe finish the work. But inactivity also serve as a purpose because some people aren't doing anything so they have time to finish and accomplish something because they are not doing anything

The first reason that inactivity should serve as a purpose is because people that aren't doing anything should be able to accomplish their work and other work so that they did not finish and they dont have an excuse to not do work. On the other hand people doing work have an excuse because if they are given a lot for work they might not have time to finish the other work but the people that finish working and have some time left should be given more work in till they done have anymore time at school or at work.

The first reason why people accomplish something when they are doing something is because they work and don't waste time at school or work but sometime. The second reason is that they don't accomplish work when they are doing something because they won't have time to finish the other work or they rush ans make a lot of mistake on their work and will get a bad report are grade on it so thats why some people don't accomplish their work when they are doing other things.

So inclusion some people accomplish their work and some don't also inactivity serve as a purpose for people that are done with their work but class or they are still work should not just sit there and do nothing they should get more work in till they leave the class or their jobs.",0
"Venus is one of the closest planets to Earth and is also reffered to as our sister planet. We have sent many probes to Venus, yet many have not survived more than a few hours. Venus may be very close to us compared to other planets in our solar syestem, but it is far different in its characteristics. In the article ""The Challenge of Exploring Venus"", the author shows how Venus is dangerous but still worthy of studying by giving us evidence and examples about Venus and its features.

The author gives us statistical evidence on how our planet is different from Venus. He explains that its temperature, atmosphere, and its acidic clouds are making the planet uninheritable for humans. The author writes, ""A thick atmosphere of almost 97 percent carbon dioxide blankets Venus. Even more challenging are the clouds that are highly corrosive sulfuric acid in Venus's atmosphere. On the planets's surface temperatures average over 800 degrees Farenheit, and the atmospheric pressure is 90 times greater than what we experience on our own planet."" (3) The other spits out many facts that support his claim that exploring Venus is a very dangerous job. 800 degrees Farenheit is very hot and would not eb suitable by a human. In fact, all of these feaures would make it hard for a human to live on Venus. All these points can help prove that Venus is still worthy of studying even though there are many dangers because it should interests scientists and others to find out how these conditions came to be, what could survive in these harmful conditions, and even possibly how to make it possible for humans to live there.

The author also uses examples to support his claim that Venus is inhospitable for humans. Humans have many needs in order to survive on a planet and Venus does not qualify for many. The author writes ""such an environment woud crush even a submarine accustomed to diving to teh deepest parts of our oceans and would liquify many metals."" (3) In this quote the athor is referring to the pressure of the planet inside the atmosphere. If a submarine could not survive the pressure, I doubt a human could either. The author also says ""Venus has the hottest surface temperature of any planet in out solar system"" and it has ""erupting volcanoes, powerful earthquakes, and frequent lightning strikes to probes seeking to land on its surface."" This is impreessive beause even probes that are specifically made for going to Venus, cant even survive on Venus. This proves that Venus is very dangerous but still worthy of studying because it challenges scientists to find new ways of making stronger probes and new ways to study this planet that prove effective.

The author uses many peices of statictcal evidence and examples to prove his point that Venus is worthy of studying even considering the dangerous conditions. It is worthy because it has insanely harsh temperature, atmosphere, atmospheric pressure, and other harmful characteristics. Would you want to study Venus considering its deadly differences?",0
"We don't need them if we all work together Car pool denser cities alts will be available public transit Sidewalks roads Convenients1l6 Better for uscan still interact without overdrivinginteractive bikingwalking online interaction Giving our cars up in this day and age seems impossible but if everyone can work together, new opportunities will arise that'll outweigh the convenience of having a personal vehicle. We won't need cars if we all work and cooperate with one another. Not only that but it'll become more cost effective and convenient as a whole in the long run. Once all is said and done, limiting car usage can only be positive.

Many questions would arise if this idea was approached, wouldn't we take longer to get places? Isn't it inconvenient and a stepback from personal commuting? The answer would be yes, but for the most part it's the point. Sure you make take longer to get places by car pooling or taking public transit, but if anyone is doing it there'll be no comparison of time with personal commuting, personal commuting will be gone. If no cars were available cities would compensate with free bikes when commuting or public transit. The nocar weekend in Paris allowed free public transit, so in the longterm it'd also be free Source 2. City planning would be modified to compensate for the increased commuting time making the long commutes a little easier. If we all work together we won't need cars, and in the end it'd be positive overall.

In a world of reduced personal commuting, the cost of living would improve as well. Money spent on gas or car maintenance would be nonexistent. Instead of using taxes on expensive roads, they'll be used on inexpensive sidewalks, just like in Bogota Source 3. With the extra cash from no car expenses it'll be easier to purchase luxury items you may want. Cities will be made with convenience in mind, placing key stores in easily accessible areas, similarly to vaughn's store placement Source 1. This would answer the question of inconvenience, A ten minute drive can become a ten minute bike or walk with strategic placement. In the end, a reduced car usage society would be more cost effective and convenient, a definite positive compared to an automobile society.

Cars are definitely important to many people, but only because the majority have cars. Take everyone's cars away and they wouldn't have a reason to need one. If we all work together we won't need cars, people will help one another and cities would be planned better. In this society you'd have more money to use as you please, instead of using it to survive. Most important of all, the time to take a car someplace rather than any other alternative would be the same important locations can always relocate for everyone's convenience. A world without cars can only be positive.",0
"I think Venus not is a worthy pursuit because of the dangers. Venus is too hot for human to live on it's too close to the sun. The atmosphere of Venus it too thin it lets too much heat into the planet. We wont be able to survive. How do you now we will have enogh oxygen on venus to live.

First, the planet Venus it toohot for human life to survive. Venus is the second plantes from the sun it's too close to the sun for us to even try to make it there. Also no one knows how long it will take us to get to Venus wonder if the spacecraft run's out of oxygen. If it run's out of oxygen everyone will die before theyy make it to Venus, but wonder if they do make it to Venus it might not be a lot of oxygen to breathe in because the planet is so hot. Then wonder if there no water you need water to survive ecause Earth is a liquid based planet,but Venus is not.

Secondly, how do we no if the spacecraft will be able to take that type of heat. The palnet surface temperatures on Venus average over 800 degrees fahrenheit I know that's way too hot. That type of temperature is beyond of what I can imagine I know Earth's surface is hot, but not that hot. Venus atmosphere is 97 percent carbon dioxide I think it's like that, because it's so close the sun. The closer you get to the sun the more radiant energy it gives off and too much radiant energy can be bad. Like how do we know that the spacecraft will still be getting singnal from Earth, because wonder if the eletronic gadgets over heat and just give out because the planet is so hot.

Lastly, they say that venus is our twin planet. I don't see how it can be our twin planet because it so hot and it's very radiant. The planet Venus has a rocky sediment and icludes familiar features such as valleys, mountains, and craters. Earth and Venus can be twins because Earth is not rocky it's a liquid based planet. Venus has a thin atmosphere because the heat keeps it's so hot and thin it can't get a break to even expand. But Earthis not as close, so Earth's atmosphere is a little bit thicker the Venus's atmosphere. Venus might also have some harmful chemicals. I say this because how do we know what's on the planet its could be all types of harmful gases from the sun. We never know what's there on Venus or what could happen if we go.

In conclusion,

I think Venus not is a worthy pursuit because of the dangers. Venus is too hot for human to live on it's too close to the sun. The atmosphere of Venus it too thin it lets too much heat into the planet. We wont be able to survive. How do you now we will have enogh oxygen on venus to live. We don't know how long it will take to get there and how much supplies we will need to take and what supplies to even take. It's al ot to think about before we could eventhink about living on Venus. We would need to figure a lot of things off first before we go.",0
